30.90369	117.79676	2300
24.82389	107.57694	1295
30.88325	117.8253	1151.94
30.91918	117.77522	1049.27
23.10137	108.30132	980
22.913	106.7145	934
30.92491	117.76384	887.02
30.90778	117.78484	774.84
36.64861	116.08525	694.253
30.9411	117.81596	679.17
36.76333	117.02972	678.103
23.63823	116.83861	656.5
25.59091	114.52739	651.9
30.94496	117.75356	647.68
36.71861	117.09444	569.437
36.50222	117.15417	564.35
32.16079	118.96231	543.01
30.95557	117.75127	492.26
32.15643	118.95613	487.11
36.58278	116.98639	457.88
30.96618	117.74733	412.73
36.64861	116.08525	327.478
30.93553	117.75925	293.69
30.94199	117.81596	187.2
27.88322	113.09568	175
40.27743	111.19771	148.6
43.53063	88.58757	137.9
25.32828	114.18356	133
31.83673	117.30494	124.6
28.95776	117.58422	118
38.93912	117.35712	115.533
39.38526	117.04518	114.2
39.08637	117.31593	110.7
24.83473	108.25035	96.7
25.88333	110.93333	96.7
30.10237	119.95928	94.81
32.15778	118.96858	92.78
25.04704	108.24515	86.75
30.96658	117.73202	81.82
29.53105	112.83567	80.62
23.87297	106.60029	76.07
27.47294	107.12748	72.04
27.49122	107.1316	72.04
27.88498	107.83157	70.6
29.71667	119.98315	70.5432
40.5	123.58333	68.3
40.73997	123.61399	68.3
30.24445	118.11667	68.02
35.31709	113.87843	67.8
36.06242	103.82344	67.26
40.26029	124.27502	65.6
24.9512	108.23099	65.4
29.02826	117.71433	65.3
27.78905	107.67956	64.51
26.05108	105.76477	64.2
39.22162	117.13328	61.3
27.78905	107.67956	60.7
28.26251	112.96157	58.55
19.26152	109.05141	57.5
27.73049	102.89708	56.21
25.3994	114.3625	54.6
43.98886	81.52405	52.9
24.83473	108.25035	51.3
43.92559	81.32629	50.1
36.35222	116.92083	49.788
36.16611	117.15306	49.231
29.14002	113.11359	49.22
25.46126	114.33882	49.2
29.53105	112.83567	48.47
24.82164	108.25874	47.3
29.07305	117.67489	46.9
37.33194	117.15222	46.694
24.78892	108.22489	45.6
29.0714	117.67712	45.5
36.0713	103.78626	45.27
39.26888	119.07007	45
29.0161	117.68809	44.6
22.73661	114.09022	42.1
27.97144	107.82951	41.5
27.77773	111.49894	40.178
29.13342	113.02038	39.88
27.99607	107.59107	39.6
21.5	109	39.4
30.89795	117.80879	37.58
18.85301	109.307	36.48
28.18529	107.67982	35.9
27.92268	107.71501	35.8
30.57645	119.38962	35.5
27.05569	106.97644	35.26
26.05108	105.76477	35.2
26.8593	104.27466	35.16
36.34168	103.94673	34.4
29.86923	107.72878	33.83
27.13882	107.92993	33.7
28.32675	117.21286	33.6
27.36933	107.51063	33.58
27.31932	107.57992	33.58
43.84047	81.19446	32.6
27.86048	107.35452	32.55
27.13882	107.92993	32.46
28.25585	110.13364	32.444
31.26307	109.59865	32.32
27.30671	107.73796	32.12
27.25799	107.78771	32.12
28.03805	107.73976	31.7
44.09153	80.87585	31.7
24.92995	118.64203	31.36
30.00965	108.1133	31.211
26.8302	106.84795	31.05
23.64767	112.73671	30.77
23.13333	109.61667	30.7
23.19907	106.35379	30.51
24.9382	118.65525	30.4
29.0146	117.72569	30.3
43.46488	83.2544	30.3
28.59779	121.36517	30.2
31.263	109.59882	30.11
42.02966	124.52929	30.1
34.01973	109.17053	30.1
31.24216	118.23201	30.01
