26.43346	99.41192	49210
25.95396	117.92431	28698.35
26.30773	118.29596	22513.65
31.23629	121.518	16478
40.5	123.58333	8010
40.73997	123.61399	8010
31.21985	121.49346	7952
28.00122	98.63368	7329.84
26.23476	118.25287	6281.4
40.56331	124.20086	5895.67
40.74219	123.67188	5823.2
25.08995	117.01184	5360
31.20223	121.48985	4893
30.96618	117.74733	4784.91
29.71667	119.98315	4691.72
26.27987	117.636	4564
27.64048	113.87058	4358.16
25.87282	110.86062	4329.31
40.72124	123.65214	3966.71
26.13571	117.7318	3724.21
26.96125	104.24844	3664.64
23.34417	103.13278	3648.38
23.36639	103.15333	3581.43
23.36139	103.1625	3520.7
25.75537	116.74578	3491
28.62069	109.5019	3470
23.29667	103.20806	3323.22
31.19959	121.50496	3256
26.39433	99.39862	3210.3
32.16079	118.96231	2873.49
30.90778	117.78484	2849.05
35.34279	113.88857	2799.25
42.02966	124.52929	2570
36.075	120.33	2500
36.1	120.4	2500
40.58313	120.05592	2499.3
23.32861	103.13639	2486.09
28.52361	109.35643	2390
25.63781	100.25965	2302.5
23.33778	103.12972	2224.73
27.88322	113.09568	2181.99
26.05925	119.32583	2075.6
30.90369	117.79676	2004.45
26.31311	117.37441	1928
25.59091	114.52739	1915.8
23.33	103.135	1843.06
27.2351	104.71785	1835.2
30.88325	117.8253	1823.96
27.82724	109.40828	1760
34.72229	113.7497	1758.4
36.54991	104.22342	1738.16
27.10009	104.68627	1688.9
27.99198	109.57827	1650
26.47849	104.69077	1647.9
29.37739	102.64678	1549.06
38.84669	115.63779	1500
40.58469	120.05618	1473.8
22.93848	113.91993	1444.94
28.86667	113.06667	1429.21
24.82389	107.57694	1379
31.19489	121.50719	1366.4
27.13095	104.73193	1337.4
30.92491	117.76384	1298.44
23.09821	113.33306	1294
34.77299	113.64657	1254.07
36.53274	104.22454	1242.8
35.18819	113.77742	1213.8
32.12816	108.04872	1190.3
27.88333	113.06667	1187.54
35.32437	113.84231	1145.78
31.29029	121.63708	1137.74
32.15643	118.95613	1116.81
29.41261	109.92627	1030
36.26128	120.34594	1016.1
26.97226	104.81074	1005.2
42.03425	124.52998	992
30.91918	117.77522	954.77
38.49391	102.29154	926.6
40.26029	124.27502	910
37.43561	106.0616	868.9
23.08479	113.14229	855.95
24.83473	108.25035	850
24.60939	113.67202	848.9
26.27926	117.63531	823.85
24.02013	113.66023	822.89
35.27267	113.3099	793.7
26.00596	106.38884	785.2
31.44272	121.40145	769.94
30.94496	117.75356	765.35
31.27855	121.54131	759
34.93464	112.94941	720
28.48529	109.4015	720
27.06065	104.67803	716.3
25.0234	118.37725	708
32.15778	118.96858	684.91
24.40964	114.12007	676.56
26.21521	101.94898	674.39
28.54261	109.38717	666
30.9411	117.81596	665.2
30.93553	117.75925	656.97
26.65283	107.79286	654
28.41564	109.36305	654
36.53423	104.21416	653.03
23.0235	113.12063	648.28
28.01926	107.75518	647.75
29.93333	119.95	639.5
33.95561	106.81233	639.47
34.87959	113.67399	638.98
28.6231	109.47286	638
40.80725	120.55709	637.16
28.49947	109.28151	631
27.86306	112.90679	625.15
26.9086	104.87254	621
27.96667	112.85	618.02
30.95557	117.75127	617.64
36.5455	104.13999	593.43
31.2809	121.48363	585.37
24.59484	113.67064	549.71
28.26251	112.96157	531
30.04592	101.96271	522.2
26.1129	119.38695	513.2
43.82066	126.55385	511
28.37917	109.31103	498
24.92995	118.64203	494.9
31.20296	121.49552	494.76
26.07714	119.27296	489.6
41.77746	110.02375	483.9
42.7954	124.11173	481.8
46.76997	131.50552	481
36.31153	120.39677	479.55
30.92056	117.82552	476.4
42.05235	127.78737	475
24.82164	108.25874	470
24.78892	108.22489	470
24.52526	117.64973	456.1
24.94925	118.67139	454.3
34.29771	108.00529	453.78
41.7717	123.33706	453.5
31.33253	121.657	442.25
27.1447	104.34499	430.6
35.30448	113.92685	430.53
22.55632	114.08136	425.32
28.50928	121.41589	425.19
31.21867	121.50593	422.97
31.17525	121.49295	418.34
27.9	113.06667	410.31
28.21188	112.91308	410
27.12324	104.72948	409
23.24639	104.46192	407.37
28.26221	112.94595	403.08
38.77703	115.60306	400
40.81076	120.55391	397.6
24.94719	118.66637	394.5
25.88788	110.95701	392.56
34.45071	107.12931	392.29
33.74468	106.10517	392
26.93248	104.66733	390.5
30.94199	117.81596	388.2
30.89795	117.80879	386.45
34.74648	113.62945	386.15
40.98223	83.0508	383.4
27.13065	104.72506	382.5
27.09825	104.46192	382.5
25.99014	117.38024	380
24.97688	118.38686	380
25.32828	114.18356	378.3
28.49645	121.4025	372.19
38.49821	102.19652	370.2
34.89107	112.9967	357.5
24.42715	117.90585	354.7
27.14715	104.83693	354.6
23.87297	106.60029	352.3
24.46246	113.81294	350.24
36.12624	117.38747	350
36.0813	117.26921	350
31.15736	104.06326	341.84
28.59779	121.36517	339.3
25.77222	112.74624	337.42
22.91286	104.52176	336.42
28.27294	112.91982	336
34.29265	108.94426	335.95
27.88318	113.0797	334.22
28.49132	121.43904	331.68
27.23387	104.59729	330.6
33.74313	106.10961	319.46
33.77458	106.08083	319.16
29.02109	116.51026	317.91
23.19907	106.35379	313.45
34.81719	114.32648	313.27
29.07418	102.34156	313
25.99014	117.35002	310
