38.91407	115.64507	33010
38.92234	115.46494	5209.2
38.9206	115.66345	4420.7
36.34721	102.85929	4341
42.02966	124.52929	3610
38.49821	102.19652	2659.4
24.18456	113.38774	2434.76
30.60527	113.22998	2324
50.23491	125.8298	1955.3
28.49645	121.4025	1580.1
38.84669	115.63779	1500
28.50928	121.41589	1487.9
30.96618	117.74733	1325.17
30.93553	117.75925	1225.52
24.60939	113.67202	1159.6
30.00421	114.83047	1137.86
30.08113	114.93757	1129.87
30.92491	117.76384	1075.38
40.58313	120.05592	1035.9
22.93848	113.91993	987.88
30.94496	117.75356	970.38
30.90778	117.78484	894.77
19.26152	109.05141	891
31.21985	121.49346	883
25.59091	114.52739	872.5
38.51171	102.22803	832.4
28.49374	121.42531	825.62
30.72767	103.90782	819.26
38.88239	115.32051	792.1
23.36139	103.1625	784.37
30.92056	117.82552	782.71
38.49391	102.29154	745.1
26.27987	117.636	737
42.03425	124.52998	733
23.36639	103.15333	721.91
36.53423	104.21416	673.47
30.95557	117.75127	667.12
30.9411	117.81596	665.2
29.71667	119.98315	664.6
28.48589	121.44213	658.14
36.53274	104.22454	651.27
32.31267	118.31784	620.5
30.91918	117.77522	612.92
29.05137	117.59128	610
36.26128	120.34594	600.63
38.88684	115.29373	593
25.87282	110.86062	589.16
36.54991	104.22342	574.31
32.12816	108.04872	567.04
22.90274	113.84092	559.5
29.0714	117.67712	547
22.86985	113.29335	532.15
23.24639	104.46192	531.55
28.33823	117.23697	530.6
31.20223	121.48985	505
30.90369	117.79676	480.3
29.02826	117.71433	458
23.37031	103.11284	457.48
38.52238	102.18786	456.27
23.0235	113.12063	436.21
31.29029	121.63708	433.23
36.54426	104.19819	426.5
27.64048	113.87058	419.39
29.07305	117.67489	411
28.32675	117.21286	403
23.08479	113.14229	389.61
26.21521	101.94898	388.29
23.10137	108.30132	384
25.82709	113.03812	379.6
40.5	123.58333	363
40.73997	123.61399	363
38.23683	106.57003	352.86
23.63823	116.83861	349.6
30.04592	101.96271	345.6
28.49132	121.43904	332.11
26.11437	119.26345	311.97
25.32828	114.18356	309.5
30.88325	117.8253	302.08
23.29667	103.20806	301.62
31.23629	121.518	301
31.98874	109.53354	297.69
31.19959	121.50496	273
38.52346	102.18786	270.11
28.4788	121.42671	269.35
25.93589	104.95144	268.98
38.50875	102.22116	266.87
23.33778	103.12972	253.56
28.62069	109.5019	249
30.94199	117.81596	247.7
38.90436	115.18974	243.4
27.82724	109.40828	243
29.0146	117.72569	236
32.08999	109.25241	235.61
40.58469	120.05618	235.4
29.93333	119.95	231.5
23.60513	113.07737	225.32
50.24479	125.78826	223.4
29.01542	116.51	216.92
40.57113	110.13183	213.45
32.16079	118.96231	201.83
